paper_id,day,title,authors_short,keyword_hits,paper_page,pdf
693,2026-06-05,ORV: 4D Occupancy-centric Robot Video Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Yang_ORV_4D_Occupancy-centric_Robot_Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Yang_ORV_4D_Occupancy-centric_Robot_Video_Generation_CVPR_2026_paper.pdf
702,2026-06-05,LaMoGen: Language to Motion Generation Through LLM-Guided Symbolic Inference,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_LaMoGen_Language_to_Motion_Generation_Through_LLM-Guided_Symbolic_Inference_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_LaMoGen_Language_to_Motion_Generation_Through_LLM-Guided_Symbolic_Inference_CVPR_2026_paper.pdf
708,2026-06-05,MaxMark: High-Capacity Diffusion-Native Watermarking via Robust and Invertible Latent Embedding,"Xuanhang Chang, Zhonghao Yang, Cheng Zhuo et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Chang_MaxMark_High-Capacity_Diffusion-Native_Watermarking_via_Robust_and_Invertible_Latent_Embedding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chang_MaxMark_High-Capacity_Diffusion-Native_Watermarking_via_Robust_and_Invertible_Latent_Embedding_CVPR_2026_paper.pdf
709,2026-06-05,DrivePTS: A Progressive Learning Framework with Textual and Structural Enhancement for Driving Scene Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_DrivePTS_A_Progressive_Learning_Framework_with_Textual_and_Structural_Enhancement_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DrivePTS_A_Progressive_Learning_Framework_with_Textual_and_Structural_Enhancement_CVPR_2026_paper.pdf
711,2026-06-05,GeoTikzBridge: Advancing Multimodal Code Generation for Geometric Perception and Reasoning,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Sun_GeoTikzBridge_Advancing_Multimodal_Code_Generation_for_Geometric_Perception_and_Reasoning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sun_GeoTikzBridge_Advancing_Multimodal_Code_Generation_for_Geometric_Perception_and_Reasoning_CVPR_2026_paper.pdf
712,2026-06-05,Omni2Sound: Towards Unified Video-Text-to-Audio Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Dai_Omni2Sound_Towards_Unified_Video-Text-to-Audio_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dai_Omni2Sound_Towards_Unified_Video-Text-to-Audio_Generation_CVPR_2026_paper.pdf
713,2026-06-05,LogCD: Local-to-global Consistency Distillation for Few-step Image Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xie_LogCD_Local-to-global_Consistency_Distillation_for_Few-step_Image_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xie_LogCD_Local-to-global_Consistency_Distillation_for_Few-step_Image_Generation_CVPR_2026_paper.pdf
730,2026-06-05,CFG-Ctrl: Control-Based Classifier-Free Diffusion Guidance,"Hanyang Wang, Yiyang Liu, Jiawei Chi et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_CFG-Ctrl_Control-Based_Classifier-Free_Diffusion_Guidance_CVPR_2026_paper.pdf
740,2026-06-05,UniAVGen: Unified Audio and Video Generation with Asymmetric Cross-Modal Interactions,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_UniAVGen_Unified_Audio_and_Video_Generation_with_Asymmetric_Cross-Modal_Interactions_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_UniAVGen_Unified_Audio_and_Video_Generation_with_Asymmetric_Cross-Modal_Interactions_CVPR_2026_paper.pdf
744,2026-06-05,HySeg: Learning Generative Priors for Structure-Aware Remote Sensing Segmentation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Qiu_HySeg_Learning_Generative_Priors_for_Structure-Aware_Remote_Sensing_Segmentation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Qiu_HySeg_Learning_Generative_Priors_for_Structure-Aware_Remote_Sensing_Segmentation_CVPR_2026_paper.pdf
750,2026-06-05,FlashLips: 100-FPS Mask-Free Latent Lip-Sync using Reconstruction Instead of Diffusion or GANs,"Andreas Zinonos, Michał Stypułkowski, Antoni Bigata et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zinonos_FlashLips_100-FPS_Mask-Free_Latent_Lip-Sync_using_Reconstruction_Instead_of_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zinonos_FlashLips_100-FPS_Mask-Free_Latent_Lip-Sync_using_Reconstruction_Instead_of_Diffusion_CVPR_2026_paper.pdf
752,2026-06-05,VVS: Accelerating Speculative Decoding for Visual Autoregressive Generation via Partial Verification Skipping,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Dong_VVS_Accelerating_Speculative_Decoding_for_Visual_Autoregressive_Generation_via_Partial_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Dong_VVS_Accelerating_Speculative_Decoding_for_Visual_Autoregressive_Generation_via_Partial_CVPR_2026_paper.pdf
761,2026-06-05,Towards an Incremental Unified Multimodal Anomaly Detection: Augmenting Multimodal Denoising From an Information Bottleneck Perspective,,denoise,https://openaccess.thecvf.com/content/CVPR2026/html/Long_Towards_an_Incremental_Unified_Multimodal_Anomaly_Detection_Augmenting_Multimodal_Denoising_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Long_Towards_an_Incremental_Unified_Multimodal_Anomaly_Detection_Augmenting_Multimodal_Denoising_CVPR_2026_paper.pdf
771,2026-06-05,DDiT: Dynamic Patch Scheduling for Efficient Diffusion Transformers,"Dahye Kim, Deepti Ghadiyaram, Raghudeep Gadde",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_DDiT_Dynamic_Patch_Scheduling_for_Efficient_Diffusion_Transformers_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_DDiT_Dynamic_Patch_Scheduling_for_Efficient_Diffusion_Transformers_CVPR_2026_paper.pdf
778,2026-06-05,ShotDirector: Directorially Controllable Multi-Shot Video Generation with Cinematographic Transitions,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Wu_ShotDirector_Directorially_Controllable_Multi-Shot_Video_Generation_with_Cinematographic_Transitions_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wu_ShotDirector_Directorially_Controllable_Multi-Shot_Video_Generation_with_Cinematographic_Transitions_CVPR_2026_paper.pdf
785,2026-06-05,AnyDoc: Enhancing Document Generation via Large-Scale HTML/CSS Data Synthesis and Height-Aware Reinforcement Optimization,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Lin_AnyDoc_Enhancing_Document_Generation_via_Large-Scale_HTMLCSS_Data_Synthesis_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lin_AnyDoc_Enhancing_Document_Generation_via_Large-Scale_HTMLCSS_Data_Synthesis_and_CVPR_2026_paper.pdf
786,2026-06-05,Breaking the 3D Dataset Bottleneck: Fast Scalable Generation of Aligned 3D Assets from Scratch for Category 6D Pose Estimation and Robotic Grasping,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Guillaume_Breaking_the_3D_Dataset_Bottleneck_Fast_Scalable_Generation_of_Aligned_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Guillaume_Breaking_the_3D_Dataset_Bottleneck_Fast_Scalable_Generation_of_Aligned_CVPR_2026_paper.pdf
792,2026-06-05,DiffusionFF: A Diffusion-based Framework for Joint Face Forgery Detection and Fine-Grained Artifact Localization,"Siran Peng, Haoyuan Zhang, Li Gao et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Peng_DiffusionFF_A_Diffusion-based_Framework_for_Joint_Face_Forgery_Detection_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Peng_DiffusionFF_A_Diffusion-based_Framework_for_Joint_Face_Forgery_Detection_and_CVPR_2026_paper.pdf
796,2026-06-05,GaussianDWM: 3D Gaussian Driving World Model for Unified Scene Understanding and Multi-Modal Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Deng_GaussianDWM_3D_Gaussian_Driving_World_Model_for_Unified_Scene_Understanding_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Deng_GaussianDWM_3D_Gaussian_Driving_World_Model_for_Unified_Scene_Understanding_CVPR_2026_paper.pdf
803,2026-06-05,Are We Ready for RL in Text-to-3D Generation? A Progressive Investigation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Tang_Are_We_Ready_for_RL_in_Text-to-3D_Generation_A_Progressive_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Tang_Are_We_Ready_for_RL_in_Text-to-3D_Generation_A_Progressive_CVPR_2026_paper.pdf
805,2026-06-05,OSPO: Object-Centric Self-Improving Preference Optimization for Text-to-Image Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Oh_OSPO_Object-Centric_Self-Improving_Preference_Optimization_for_Text-to-Image_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Oh_OSPO_Object-Centric_Self-Improving_Preference_Optimization_for_Text-to-Image_Generation_CVPR_2026_paper.pdf
807,2026-06-05,Diffusion Guided Chain-of-Vision for Large Autoregressive Vision Models,"Xinyang Wang, Kecheng Zheng, Minfeng Zhu et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Diffusion_Guided_Chain-of-Vision_for_Large_Autoregressive_Vision_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Diffusion_Guided_Chain-of-Vision_for_Large_Autoregressive_Vision_Models_CVPR_2026_paper.pdf
810,2026-06-05,MeshWeaver: Sparse-Voxel-Guided Surface Weaving for Autoregressive Mesh Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_MeshWeaver_Sparse-Voxel-Guided_Surface_Weaving_for_Autoregressive_Mesh_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_MeshWeaver_Sparse-Voxel-Guided_Surface_Weaving_for_Autoregressive_Mesh_Generation_CVPR_2026_paper.pdf
816,2026-06-05,Stable Mean Flow: Lyapunov-Inspired One-Step Flow Matching,"Guangxun Zhang, Mason Haberle, Davi Geiger",flow,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_Stable_Mean_Flow_Lyapunov-Inspired_One-Step_Flow_Matching_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_Stable_Mean_Flow_Lyapunov-Inspired_One-Step_Flow_Matching_CVPR_2026_paper.pdf
817,2026-06-05,Incentivizing Generative Zero-Shot Learning via Outcome-Reward Reinforcement Learning with Visual Cues,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Hou_Incentivizing_Generative_Zero-Shot_Learning_via_Outcome-Reward_Reinforcement_Learning_with_Visual_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Hou_Incentivizing_Generative_Zero-Shot_Learning_via_Outcome-Reward_Reinforcement_Learning_with_Visual_CVPR_2026_paper.pdf
827,2026-06-05,Language-Free Generative Editing from One Visual Example,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Elezabi_Language-Free_Generative_Editing_from_One_Visual_Example_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Elezabi_Language-Free_Generative_Editing_from_One_Visual_Example_CVPR_2026_paper.pdf
830,2026-06-05,Heterogeneous Decentralized Diffusion Models,"Zhiying Jiang, Raihan Seraj, Marcos Villagra et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_Heterogeneous_Decentralized_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_Heterogeneous_Decentralized_Diffusion_Models_CVPR_2026_paper.pdf
831,2026-06-05,Goal-Driven Reward by Video Diffusion Models for Reinforcement Learning,"Qi Wang, Mian Wu, Yuyang Zhang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_Goal-Driven_Reward_by_Video_Diffusion_Models_for_Reinforcement_Learning_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_Goal-Driven_Reward_by_Video_Diffusion_Models_for_Reinforcement_Learning_CVPR_2026_paper.pdf
833,2026-06-05,GeniNav: Generative Model Driven Image-Goal Navigation via Imagination-Guided Consistency Flow Matching,"Yuqi Chen, Junjie Gao, Yongzhou Pan et al.",flow; generative,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_GeniNav_Generative_Model_Driven_Image-Goal_Navigation_via_Imagination-Guided_Consistency_Flow_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_GeniNav_Generative_Model_Driven_Image-Goal_Navigation_via_Imagination-Guided_Consistency_Flow_CVPR_2026_paper.pdf
851,2026-06-05,WorldReel: 4D Video Generation with Consistent Geometry and Motion Modeling,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Fang_WorldReel_4D_Video_Generation_with_Consistent_Geometry_and_Motion_Modeling_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_WorldReel_4D_Video_Generation_with_Consistent_Geometry_and_Motion_Modeling_CVPR_2026_paper.pdf
853,2026-06-05,DMGD: Train-Free Dataset Distillation with Semantic-Distribution Matching in Diffusion Models,"Qichao Wang, Yunhong Lu, Hengyuan Cao et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Wang_DMGD_Train-Free_Dataset_Distillation_with_Semantic-Distribution_Matching_in_Diffusion_Models_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Wang_DMGD_Train-Free_Dataset_Distillation_with_Semantic-Distribution_Matching_in_Diffusion_Models_CVPR_2026_paper.pdf
856,2026-06-05,ShowUI-p: Flow-based Generative Models as GUI Dexterous Hands,"Siyuan Hu, Kevin Qinghong Lin, Mike Zheng Shou",flow; generative,https://openaccess.thecvf.com/content/CVPR2026/html/Hu_ShowUI-p_Flow-based_Generative_Models_as_GUI_Dexterous_Hands_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_ShowUI-p_Flow-based_Generative_Models_as_GUI_Dexterous_Hands_CVPR_2026_paper.pdf
857,2026-06-05,FontCrafter: High-Fidelity Element-Driven Artistic Font Creation with Visual In-Context Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Luo_FontCrafter_High-Fidelity_Element-Driven_Artistic_Font_Creation_with_Visual_In-Context_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_FontCrafter_High-Fidelity_Element-Driven_Artistic_Font_Creation_with_Visual_In-Context_Generation_CVPR_2026_paper.pdf
859,2026-06-05,DRM: Diffusion-based Reward Model With Step-wise Guidance,"Jaxon Zhang, Binxin Yang, Hubery Yin et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Zhang_DRM_Diffusion-based_Reward_Model_With_Step-wise_Guidance_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhang_DRM_Diffusion-based_Reward_Model_With_Step-wise_Guidance_CVPR_2026_paper.pdf
864,2026-06-05,Diff4Splat: Repurposing Video Diffusion Models for Dynamic Scene Generation,"Panwang Pan, Chenguo Lin, Chenxin Li et al.",diffusion; generative,https://openaccess.thecvf.com/content/CVPR2026/html/Pan_Diff4Splat_Repurposing_Video_Diffusion_Models_for_Dynamic_Scene_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pan_Diff4Splat_Repurposing_Video_Diffusion_Models_for_Dynamic_Scene_Generation_CVPR_2026_paper.pdf
866,2026-06-05,OPRO: Orthogonal Panel-Relative Operators for Panel-Aware In-Context Image Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Lee_OPRO_Orthogonal_Panel-Relative_Operators_for_Panel-Aware_In-Context_Image_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Lee_OPRO_Orthogonal_Panel-Relative_Operators_for_Panel-Aware_In-Context_Image_Generation_CVPR_2026_paper.pdf
868,2026-06-05,Improving Controllable Generation: Faster Training and Better Performance via x0-Supervision,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Sangare_Improving_Controllable_Generation_Faster_Training_and_Better_Performance_via_x0-Supervision_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Sangare_Improving_Controllable_Generation_Faster_Training_and_Better_Performance_via_x0-Supervision_CVPR_2026_paper.pdf
877,2026-06-05,EgoControl: Controllable Egocentric Video Generation via 3D Full-Body Poses,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Pallotta_EgoControl_Controllable_Egocentric_Video_Generation_via_3D_Full-Body_Poses_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pallotta_EgoControl_Controllable_Egocentric_Video_Generation_via_3D_Full-Body_Poses_CVPR_2026_paper.pdf
885,2026-06-05,StyleTextGen: Style-Conditioned Multilingual Scene Text Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_StyleTextGen_Style-Conditioned_Multilingual_Scene_Text_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_StyleTextGen_Style-Conditioned_Multilingual_Scene_Text_Generation_CVPR_2026_paper.pdf
886,2026-06-05,Single-step Diffusion-based Video Coding with Semantic-Temporal Guidance,"Naifu Xue, Zhaoyang Jia, Jiahao Li et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Xue_Single-step_Diffusion-based_Video_Coding_with_Semantic-Temporal_Guidance_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xue_Single-step_Diffusion-based_Video_Coding_with_Semantic-Temporal_Guidance_CVPR_2026_paper.pdf
888,2026-06-05,ManifoldGD: Training-Free Hierarchical Manifold Guidance for Diffusion-Based Dataset Distillation,"Ayush Roy, Wei-Yang Alex Lee, Rudrasis Chakraborty et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Roy_ManifoldGD_Training-Free_Hierarchical_Manifold_Guidance_for_Diffusion-Based_Dataset_Distillation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Roy_ManifoldGD_Training-Free_Hierarchical_Manifold_Guidance_for_Diffusion-Based_Dataset_Distillation_CVPR_2026_paper.pdf
889,2026-06-05,Flash-DMD: Towards High-Fidelity Few-Step Image Generation with Efficient Distillation and Joint Reinforcement Learning,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Flash-DMD_Towards_High-Fidelity_Few-Step_Image_Generation_with_Efficient_Distillation_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Flash-DMD_Towards_High-Fidelity_Few-Step_Image_Generation_with_Efficient_Distillation_and_CVPR_2026_paper.pdf
892,2026-06-05,Thinking Diffusion: Penalize and Guide Visual-Grounded Reasoning in Diffusion Multimodal Language Models,"Keuntae Kim, Mingyu Kang, Yong Suk Choi",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Kim_Thinking_Diffusion_Penalize_and_Guide_Visual-Grounded_Reasoning_in_Diffusion_Multimodal_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kim_Thinking_Diffusion_Penalize_and_Guide_Visual-Grounded_Reasoning_in_Diffusion_Multimodal_CVPR_2026_paper.pdf
896,2026-06-05,ZeroIDIR: Zero-Reference Illumination Degradation Image Restoration with Perturbed Consistency Diffusion Models,"Hai Jiang, Zhen Liu, Yinjie Lei et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_ZeroIDIR_Zero-Reference_Illumination_Degradation_Image_Restoration_with_Perturbed_Consistency_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_ZeroIDIR_Zero-Reference_Illumination_Degradation_Image_Restoration_with_Perturbed_Consistency_Diffusion_CVPR_2026_paper.pdf
901,2026-06-05,FUSER: Feed-Forward Multiview 3D Registration Transformer and SE(3)$^N$ Diffusion Refinement,"Haobo Jiang, Jin Xie, Jian Yang et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Jiang_FUSER_Feed-Forward_Multiview_3D_Registration_Transformer_and_SE3N_Diffusion_Refinement_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Jiang_FUSER_Feed-Forward_Multiview_3D_Registration_Transformer_and_SE3N_Diffusion_Refinement_CVPR_2026_paper.pdf
909,2026-06-05,Affostruction: 3D Affordance Grounding with Generative Reconstruction,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Park_Affostruction_3D_Affordance_Grounding_with_Generative_Reconstruction_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Park_Affostruction_3D_Affordance_Grounding_with_Generative_Reconstruction_CVPR_2026_paper.pdf
911,2026-06-05,MatPedia: A Universal Generative Foundation for High-Fidelity Material Synthesis,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Luo_MatPedia_A_Universal_Generative_Foundation_for_High-Fidelity_Material_Synthesis_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Luo_MatPedia_A_Universal_Generative_Foundation_for_High-Fidelity_Material_Synthesis_CVPR_2026_paper.pdf
931,2026-06-05,Efficient Real-Time Raw-to-Raw Denoising for Extreme Low-Light Ultra HD Video on Mobile Devices,,denoise,https://openaccess.thecvf.com/content/CVPR2026/html/Pochimireddy_Efficient_Real-Time_Raw-to-Raw_Denoising_for_Extreme_Low-Light_Ultra_HD_Video_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Pochimireddy_Efficient_Real-Time_Raw-to-Raw_Denoising_for_Extreme_Low-Light_Ultra_HD_Video_CVPR_2026_paper.pdf
942,2026-06-05,Design Your Ad: Personalized Advertising Image and Text Generation with Unified Autoregressive Models,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Xu_Design_Your_Ad_Personalized_Advertising_Image_and_Text_Generation_with_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Xu_Design_Your_Ad_Personalized_Advertising_Image_and_Text_Generation_with_CVPR_2026_paper.pdf
950,2026-06-05,HG-Lane: High-Fidelity Generation of Lane Scenes under Adverse Weather and Lighting Conditions without Re-annotation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Zhao_HG-Lane_High-Fidelity_Generation_of_Lane_Scenes_under_Adverse_Weather_and_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Zhao_HG-Lane_High-Fidelity_Generation_of_Lane_Scenes_under_Adverse_Weather_and_CVPR_2026_paper.pdf
953,2026-06-05,ReAG: Reasoning-Augmented Generation for Knowledge-based Visual Question Answering,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Compagnoni_ReAG_Reasoning-Augmented_Generation_for_Knowledge-based_Visual_Question_Answering_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Compagnoni_ReAG_Reasoning-Augmented_Generation_for_Knowledge-based_Visual_Question_Answering_CVPR_2026_paper.pdf
965,2026-06-05,MMFace-DiT: A Dual-Stream Diffusion Transformer for High-Fidelity Multimodal Face Generation,"Bharath Krishnamurthy, Ajita Rattani",diffusion; generative,https://openaccess.thecvf.com/content/CVPR2026/html/Krishnamurthy_MMFace-DiT_A_Dual-Stream_Diffusion_Transformer_for_High-Fidelity_Multimodal_Face_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Krishnamurthy_MMFace-DiT_A_Dual-Stream_Diffusion_Transformer_for_High-Fidelity_Multimodal_Face_Generation_CVPR_2026_paper.pdf
966,2026-06-05,3D-Aware Implicit Motion Control for View-Adaptive Human Video Generation,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Fang_3D-Aware_Implicit_Motion_Control_for_View-Adaptive_Human_Video_Generation_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Fang_3D-Aware_Implicit_Motion_Control_for_View-Adaptive_Human_Video_Generation_CVPR_2026_paper.pdf
967,2026-06-05,Graph2Eval: Automatic Multimodal Task Generation for Agents via Knowledge Graphs,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Chen_Graph2Eval_Automatic_Multimodal_Task_Generation_for_Agents_via_Knowledge_Graphs_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chen_Graph2Eval_Automatic_Multimodal_Task_Generation_for_Agents_via_Knowledge_Graphs_CVPR_2026_paper.pdf
969,2026-06-05,EgoX: Egocentric Video Generation from a Single Exocentric Video,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Kang_EgoX_Egocentric_Video_Generation_from_a_Single_Exocentric_Video_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Kang_EgoX_Egocentric_Video_Generation_from_a_Single_Exocentric_Video_CVPR_2026_paper.pdf
971,2026-06-05,COT-FM: Cluster-wise Optimal Transport Flow Matching,"Chiensheng Chiang, Kuan-Hsun Tu, Jia-Wei Liao et al.",flow,https://openaccess.thecvf.com/content/CVPR2026/html/Chiang_COT-FM_Cluster-wise_Optimal_Transport_Flow_Matching_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Chiang_COT-FM_Cluster-wise_Optimal_Transport_Flow_Matching_CVPR_2026_paper.pdf
973,2026-06-05,LF-BVN: Blind-View Network for Self-Supervised Light Field Denoising,,denoise,https://openaccess.thecvf.com/content/CVPR2026/html/Guo_LF-BVN_Blind-View_Network_for_Self-Supervised_Light_Field_Denoising_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Guo_LF-BVN_Blind-View_Network_for_Self-Supervised_Light_Field_Denoising_CVPR_2026_paper.pdf
974,2026-06-05,Test-time Sparsity for Extreme Fast Action Diffusion,"Kangye Ji, Yuan Meng, Jianbo Zhou et al.",diffusion,https://openaccess.thecvf.com/content/CVPR2026/html/Ji_Test-time_Sparsity_for_Extreme_Fast_Action_Diffusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Ji_Test-time_Sparsity_for_Extreme_Fast_Action_Diffusion_CVPR_2026_paper.pdf
981,2026-06-05,CraftMesh: High-Fidelity Generative Mesh Manipulation via Poisson Seamless Fusion,,generative,https://openaccess.thecvf.com/content/CVPR2026/html/Hu_CraftMesh_High-Fidelity_Generative_Mesh_Manipulation_via_Poisson_Seamless_Fusion_CVPR_2026_paper.html,https://openaccess.thecvf.com/content/CVPR2026/papers/Hu_CraftMesh_High-Fidelity_Generative_Mesh_Manipulation_via_Poisson_Seamless_Fusion_CVPR_2026_paper.pdf
